Web link,URN,Linked Education URN,Provision type,Registration date,Registration status,Name,Address 1,Address 2,Town,County,Postcode,Ofsted region,Government Office Region,Local authority,Parliamentary constituency,Sector,Places,Short-break-only children's home,Organisation which owns the provider,Inspection event type,Inspection date,Inspection publication date,Inspection event number,Inspection overall experiences and progress of children and young people,Inspection outcomes in education and related learning activities,Inspection health services,Inspection how well children and young people are helped and protected,Inspection the effectiveness of leaders and managers,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1248773,,Children's home,23/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Durham,North Durham,Private,5.00,0,Resilience North East Limited,Monitoring inspection,06/04/2021,06/05/2021,10188159,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1248773,,Children's home,23/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Durham,North Durham,Private,5.00,0,Resilience North East Limited,Full inspection,19/10/2021,18/11/2021,10187128,Requires improvement to be good,,,Requires improvement to be good,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1248773,,Children's home,23/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Durham,North Durham,Private,5.00,0,Resilience North East Limited,Monitoring inspection,17/05/2021,16/06/2021,10191907,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1248979,,Children's home,28/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Saffron Walden,Private,7.00,0,Little Belsteads Care Home Limited,Monitoring inspection,14/10/2021,10/11/2021,10210172,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1248979,,Children's home,28/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Saffron Walden,Private,7.00,0,Little Belsteads Care Home Limited,Monitoring inspection,14/12/2021,11/01/2022,10216584,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1248979,,Children's home,28/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Essex,Saffron Walden,Private,7.00,0,Little Belsteads Care Home Limited,Full inspection,13/05/2021,09/06/2021,10186258,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249031,,Children's home,02/12/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Wirral,Wirral West,Private,3.00,0,Keys Group Progressive Care & Education Limited,Full inspection,17/08/2021,20/09/2021,10185865,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249034,,Children's home,11/08/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Newcastle-under-Lyme,Private,1.00,0,Searchlight Care Services Ltd,Full inspection,18/01/2022,22/02/2022,10186835,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249035,,Children's home,21/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Burnley,Private,6.00,0,Care 4 Children Residential Services Limited,Full inspection,01/02/2022,16/03/2022,10186243,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249111,,Children's home,14/12/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,New Forest West,Private,2.00,0,Serenity Care Homes Ltd,Full inspection,12/07/2021,09/09/2021,10198616,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249111,,Children's home,14/12/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,New Forest West,Private,2.00,0,Serenity Care Homes Ltd,Full inspection,18/05/2021,06/09/2021,10187407,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249115,,Children's home,12/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Calderdale,Calder Valley,Private,4.00,0,Care 4 Children Residential Services Limited,Full inspection,20/04/2021,27/05/2021,10186518,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249117,,Children's home,02/07/2018,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Newcastle-under-Lyme,Private,1.00,0,Searchlight Care Services Ltd,Full inspection,30/11/2021,18/01/2022,10187009,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249183,,Children's home,24/04/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Bradford,Bradford South,Private,4.00,0,Horizon Care and Education Group Limited,Full inspection,16/02/2022,24/03/2022,10186767,Outstanding,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249184,,Children's home,12/01/2017,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Stafford,Private,2.00,0,Horizon Care and Education Group Limited,Monitoring inspection,13/07/2021,11/08/2021,10198622,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249184,,Children's home,12/01/2017,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Stafford,Private,2.00,0,Horizon Care and Education Group Limited,Full inspection,09/06/2021,13/07/2021,10186107,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249184,,Children's home,12/01/2017,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Stafford,Private,2.00,0,Horizon Care and Education Group Limited,Full inspection,28/09/2021,09/11/2021,10198638,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249184,,Children's home,12/01/2017,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Stafford,Private,2.00,0,Horizon Care and Education Group Limited,Monitoring inspection,12/08/2021,15/09/2021,10201566,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249184,,Children's home,12/01/2017,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Stafford,Private,2.00,0,Horizon Care and Education Group Limited,Monitoring inspection,17/11/2021,21/12/2021,10209666,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249196,,Children's home,23/01/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Somerset,Bridgwater and West Somerset,Private,4.00,0,Headway Adolescent Resources Limited,Full inspection,20/07/2021,20/08/2021,10187489,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249259,,Children's home,03/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,North West Hampshire,Private,4.00,0,Aspris Children's Services Limited,Full inspection,06/07/2021,31/08/2021,10185577,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249264,,Children's home,15/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cumbria,Penrith and The Border,Private,4.00,0,Radical Services Limited,Full inspection,28/04/2021,10/06/2021,10185506,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249264,,Children's home,15/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cumbria,Penrith and The Border,Private,4.00,0,Radical Services Limited,Full inspection,22/06/2021,22/07/2021,10196641,Requires improvement to be good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249326,,Children's home,08/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Staffordshire,Stone,Private,4.00,0,Unity Residential Care Services Limited,Full inspection,18/08/2021,30/09/2021,10185173,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249715,,Children's home,11/04/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,New Forest East,Private,4.00,0,Aspris Children's Services Limited,Full inspection,18/08/2021,27/09/2021,10187496,Outstanding,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1249787,,Children's home,16/12/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Devon,Newton Abbot,Private,1.00,0,One To One Crisis Intervention Ltd,Full inspection,22/04/2021,20/05/2021,10186260,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250035,,Children's home,08/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,St Helens,St Helens North,Private,4.00,0,Building Bridges Care Homes Ltd,Full inspection,09/11/2021,17/12/2021,10186364,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250039,,Children's home,02/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Leicestershire,Rutland and Melton,Private,4.00,0,The Place Young People's Company Limited,Full inspection,25/05/2021,07/07/2021,10186641,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250186,,Children's home,17/05/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Telford and Wrekin,The Wrekin,Private,4.00,0,Care 4 Children Residential Services Limited,Full inspection,07/03/2022,14/04/2022,10187325,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250196,,Children's home,04/05/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Doncaster,Doncaster North,Private,2.00,0,First 4 Care Ltd,Full inspection,23/11/2021,06/01/2022,10186225,Outstanding,,,Outstanding,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250253,,Children's home,29/12/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Suffolk,Bury St Edmunds,Private,4.00,Short-break-only children's home,Achieving Aspirations  Community Interest Company,Interim inspection,16/12/2021,09/02/2022,10205264,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250253,,Children's home,29/12/2016,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,East of England,Suffolk,Bury St Edmunds,Private,4.00,Short-break-only children's home,Achieving Aspirations  Community Interest Company,Full inspection,03/06/2021,02/07/2021,10185118,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250521,,Children's home,09/05/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Kent,North Thanet,Private,4.00,0,Acorn Homes (UK) Ltd,Full inspection,18/01/2022,02/03/2022,10185147,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250902,,Children's home,09/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,Basingstoke,Private,4.00,0,Calcot Services for Children Limited,Full inspection,14/07/2021,31/08/2021,10186202,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250915,,Children's home,16/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Rochdale,Rochdale,Private,3.00,0,Meadows Care Limited,Full inspection,22/02/2022,05/04/2022,10185991,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250931,,Children's home,22/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,East Sussex,Lewes,Private,6.00,0,Compass Childrens Homes Limited,Full inspection,05/10/2021,14/12/2021,10186131,Good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1250931,,Children's home,22/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,East Sussex,Lewes,Private,6.00,0,Compass Childrens Homes Limited,Monitoring inspection,12/01/2022,21/02/2022,10218116,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1251073,,Children's home,24/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Manchester,Manchester Central,Local Authority,5.00,0,Manchester City Council,Full inspection,22/02/2022,25/03/2022,10185110,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1251076,,Children's home,12/01/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Leicestershire,Charnwood,Private,4.00,0,Horizon Care and Education Group Limited,Full inspection,22/06/2021,04/08/2021,10187018,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1251364,,Children's home,26/05/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,London,Camden,Holborn and St Pancras,Private,6.00,0,Area Camden Limited ,Full inspection,09/06/2021,16/07/2021,10185134,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1252023,,Children's home,07/06/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Leicestershire,Charnwood,Private,3.00,0,T-Junction Children's Services Ltd,Full inspection,15/06/2021,14/07/2021,10185996,Good,,,Requires improvement to be good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1252095,,Children's home,28/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Calderdale,Halifax,Private,2.00,0,Restorative Social Care Services Ltd,Full inspection,22/02/2022,01/04/2022,10186599,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1252937,,Children's home,02/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,West Sussex,Arundel and South Downs,Private,4.00,0,Compass Childrens Homes Limited,Full inspection,26/07/2021,14/10/2021,10185799,Good,,,Requires improvement to be good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253008,,Children's home,08/06/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Doncaster,Don Valley,Private,2.00,0,Esland North Limited,Full inspection,26/07/2021,23/08/2021,10185948,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253008,,Children's home,08/06/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Doncaster,Don Valley,Private,2.00,0,Esland North Limited,Interim inspection,13/01/2022,15/02/2022,10209366,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253501,,Children's home,30/01/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Leicestershire,Charnwood,Private,3.00,0,Horizon Care and Education Group Limited,Full inspection,14/12/2021,27/01/2022,10187026,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253623,,Children's home,07/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",Private,2.00,0,The Spring Children's And Transitional Care Ltd,Monitoring inspection,14/06/2021,13/07/2021,10195136,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253623,,Children's home,07/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",Private,2.00,0,The Spring Children's And Transitional Care Ltd,Monitoring inspection,09/11/2021,14/12/2021,10209641,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253623,,Children's home,07/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",Private,2.00,0,The Spring Children's And Transitional Care Ltd,Monitoring inspection,23/08/2021,24/09/2021,10203108,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253623,,Children's home,07/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",Private,2.00,0,The Spring Children's And Transitional Care Ltd,Full inspection,28/04/2021,15/06/2021,10187674,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253623,,Children's home,07/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",Private,2.00,0,The Spring Children's And Transitional Care Ltd,Interim inspection,22/02/2022,01/04/2022,10187389,Not judged,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253623,,Children's home,07/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",Private,2.00,0,The Spring Children's And Transitional Care Ltd,Monitoring inspection,05/01/2022,03/02/2022,10213764,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253623,,Children's home,07/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",Private,2.00,0,The Spring Children's And Transitional Care Ltd,Monitoring inspection,05/10/2021,29/10/2021,10205683,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253623,,Children's home,07/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Hall Green",Private,2.00,0,The Spring Children's And Transitional Care Ltd,Monitoring inspection,22/07/2021,18/08/2021,10198002,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253711,,Children's home,10/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",Private,3.00,0,Beacon Childcare Ltd,Full inspection,27/07/2021,23/09/2021,10186688,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253711,,Children's home,10/07/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Birmingham,"Birmingham, Selly Oak",Private,3.00,0,Beacon Childcare Ltd,Interim inspection,22/02/2022,07/04/2022,10214345,Sustained effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253716,,Children's home,22/02/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,West Sussex,East Worthing and Shoreham,Private,4.00,0,Compass Childrens Homes Limited,Full inspection,10/11/2021,05/01/2022,10186363,Outstanding,,,Outstanding,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1253975,,Children's home,26/06/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Blackpool North and Cleveleys,Private,2.00,0,Oaktree Childcare Ltd,Full inspection,09/06/2021,06/07/2021,10186581,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254055,,Children's home,21/08/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Blackpool,Blackpool South,Private,4.00,0,Sandcastle Care Ltd,Full inspection,01/03/2022,27/04/2022,10187617,Good,,,Good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254258,,Children's home,16/05/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Cumbria,Westmorland and Lonsdale,Private,4.00,0,Witherslack Group,Full inspection,15/03/2022,28/04/2022,10186048,Good,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254308,,Children's home,24/05/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Derbyshire,Chesterfield,Private,5.00,0,Homes 2 Inspire Limited,Full inspection,09/11/2021,07/12/2021,10186214,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254316,,Children's home,06/09/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",Yorkshire and The Humber,Kingston upon Hull,Kingston upon Hull North,Private,4.00,0,Rite Directions Ltd,Full inspection,15/02/2022,07/04/2022,10185070,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254555,,Children's home,10/04/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,North West,Lancashire,Chorley,Private,2.00,0,Next Stage 4Life LTD,Full inspection,05/05/2021,24/05/2021,10187155,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254740,,Children's home,07/04/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Plymouth,"Plymouth, Moor View",Private,2.00,0,South West Childcare Services,Interim inspection,25/11/2021,21/01/2022,10214436,Improved effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254740,,Children's home,07/04/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South West,Plymouth,"Plymouth, Moor View",Private,2.00,0,South West Childcare Services,Full inspection,09/06/2021,12/07/2021,10186092,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254745,,Children's home,24/05/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,East Midlands,Nottingham,Nottingham East,Private,5.00,0,Homes 2 Inspire Limited,Full inspection,20/04/2021,26/05/2021,10187514,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254780,,Children's home,17/07/2017,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Walsall,Walsall South,Private,4.00,0,Silverlining Childcare Limited,Monitoring inspection,11/05/2021,14/06/2021,10195137,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254782,,Children's home,09/06/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,Winchester,Local Authority,4.00,0,Hampshire County Council,Full inspection,19/10/2021,04/01/2022,10185401,Inadequate,,,Inadequate,Inadequate,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254782,,Children's home,09/06/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,South East,Hampshire,Winchester,Local Authority,4.00,0,Hampshire County Council,Monitoring inspection,07/01/2022,21/02/2022,10220775,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254835,,Children's home,31/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Sunderland,Washington and Sunderland West,Voluntary,6.00,0,Together for Children Sunderland Limited,Full inspection,11/01/2022,21/02/2022,10186810,Outstanding,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254837,,Children's home,31/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Sunderland,Houghton and Sunderland South,Voluntary,6.00,0,Together for Children Sunderland Limited,Full inspection,08/06/2021,13/07/2021,10185862,Good,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254840,,Children's home,05/01/2018,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,West Midlands,Wolverhampton,Wolverhampton South West,Private,3.00,0,Compass Childrens Homes Limited,Full inspection,19/05/2021,22/06/2021,10185162,Good,,,Good,Good,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254841,,Children's home,31/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Sunderland,Washington and Sunderland West,Voluntary,6.00,0,Together for Children Sunderland Limited,Full inspection,14/12/2021,18/02/2022,10185509,Outstanding,,,Good,Outstanding,,,,,,,,,,,,,,,,,,,,,
Ofsted Social Care Provider Webpage,1254843,,Children's home,31/03/2017,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,"North East, Yorkshire and the Humber",North East,Sunderland,Houghton and Sunderland South,Voluntary,6.00,0,Together for Children Sunderland Limited,Full inspection,04/05/2021,07/06/2021,10186441,Requires improvement to be good,,,Requires improvement to be good,Requires improvement to be good,,,,,,,,,,,,,,,,,,,,,
